Hostname,Alive,Puppet agent running,Sysedge Agent running,Trap Destinations correct,In Smarts,Process monitor keywords,In Ehealth & Count of Elements
qa1654,TRUE,TRUE,TRUE,TRUE,TRUE,"['STRING: ""crond""', 'STRING: ""ntpd""', 'STRING: ""sshd""', 'STRING: ""syslogd""', 'STRING: ""cron""']","(True, '31')"
